incoming,text
"""I needed to ensure my survival. She was bait.""","Your confession damns you. You're court-martialed and found guilty of murder in the first degree. You're sentenced to life aboard Titan penitentiary.\n\nYou live within the walls of this fine establishment for 63 more years. You learn to live without dignity and eventually, after a decade of abuse from both your inmates and the guards, earn your own amount of respect. An inmate doesn't like the way you look at her. She attacks you. You break her neck by pushing her over a bannister. \n\nNo one messes with you anymore.\n\nYou spend the rest of your days caring for the community garden and reading literature in the library. No one comes to see you, which is fine. You've made it this far without people. You thrive in loneliness. At least, that's what you tell yourself to keep away the tears at night.\n\nOne morning your cellmate, Lucca, tries wake you up only to find that you aren't breathing. You're cold to the touch. ""She's dead,"" she yells at a nearby guard. ""This bitch is dead!""\n\nThe End\n"
"""Say what?""","""Blowing it to smithereens. Higher-ups decided it was already a dead husk of a planet anyway. A fleet's heading there now; they're gonna bombard it until it's nothing but dust. Can you imagine that? Where our ancestors came from...just gone? It doesn't feel right.""\n\n1.[[""It doesn't at all.""]]\n2.[[""Nothing we can do about it, Meat.""]]"
"""You finally turn out to be useful.""","She turns away from you and leaves the mess hall. You hear her break out into a run, her footsteps echoing through the hall.\n\n""Help!"" she shrieks as she runs. ""Help!""\n\n""Five minutes,"" Meat says, ""then we go after her.""\n\nTime passes painfully, slowly. Finally, Salvucci turns to both of you. ""We go. Now.""\n\nAll of you start running toward the hanger. ""Keep an eye out for anything,"" Salvucci says. ""It might try to use this plan against us.""\n\nYou reach the hanger in two minutes. You all peek through the threshold to see Markie advancing on a bloodied Strauss, who has her back to the hanger door. The captain's pistol is on the floor several feet from the pair.\n\n""She's wounded,"" Meat says, defeated. ""Infected.""\n\nMarkie is shuffling closer, giggling. Strauss sees the three of you. She looks over at the panel that controls the hanger door and then looks back at you all. She nods.\n\nYou slowly raise your pistol. Markie grabs the doctor by the throat and lifts her into the air. She chokes.\n\nYou feel Meat beside you raising his rifle. His hands are shaking.\n\n1.[[Mercy kill Strauss first.]]\n2.[[Go ahead and shoot the switch.]]\n"
"Comfort him by touching his shoulder.","He stops punching the wall after a while. Blood drips from his fingers. He breathes heavily.\n\n""He’s dead…because of us.""\n\n1.[[""Yeah? Well, let's make it fucking count.""]]\n2.[[""That's bullshit and you know it.""]]\n"
"""I have no idea, guys.""","""Would it kill you to be at least a little dishonest?"" Meat says, smiling. ""Somebody's got to be the optimist.""\n\n""Make your move already, dude,"" says Neil, growing impatient.\n\n""Fine. Zoe, we can talk strategy in a bit.""\n\nYou walk away.\n\n1.[[Talk to Strauss and Salvucci.]]\n2.[[Take a nap.]]"
"""Roger, roger.""","You go your separate ways, hiking down the cliff with Meat. It takes the larger portion of an hour to reach your tunnel.  You step inside and can’t help but feel that you’re entering the dark maw of a living planet.\n\n""Let's get our lights on.""\n\nYou both tell your suits to turn your on your light attachments. Yours flickers for a moment before shooting a cone of light from your chest compartment.\n\nOn the Head Up Display (HUD) of your suit, you can see the heartbeat monitors of everyone in your squad. You see that yours is going a little faster than normal and, knowing that everyone else can see that, you feel a little embarrassed.\n\nYou proceed through the cave.\n\n""You know what I want,"" Meat says. He doesn't wait for you to answer. ""I want a fucking taco. Beef. Cheese. Some guac on top. No more of this space bag food bullshit.""\n\n1. [[""Hot dogs, dude. Hot dogs.""]]\n"
"""I feel like nobody really wants to go down there, and that no one is going to say otherwise if we leave out some details out of our report. Sound good to everybody else? Good.""","""I can get behind that, totally,"" Ryan says.\n\n""I've heard worse ideas,"" Meat mutters.\n\nMarkie, however, slaps your arm. She lowers her voice to a whisper. ""Don't be such a pussy, Julia.""\n\nShe turns to the others.""Ryan, let Captain Salvucci know what we’ve found. Let’s try and get a pick-up at the LZ in two hours.""\n\n""Aye.""\n\n""That thing loaded, Meat?""\n\n""Duh.""\n\n""Okay, I’m thinking we should split up to cover more ground. How should we do this?""\n\n1.[[""I’m with Ryan.""]]\n2.[[""I’m with Markie.""]]\n3.[[""I’m with Meat.""]]"
"""Gee thanks.""","""Don't mention it,"" he says. He turns back to his computer. ""Right, hole patched. Get ready. And, uh, better luck this time.""\n\nHe presses [[a button.]]\n"
"Push Neil out of the way and lunge at Markie.","You push Neil to the side and ram the butt of the pistol into Markie's face. Flesh and pus and blood splash your arm; the revolting stench infilitrates your nostrils. You hit Markie in the face again and again. Her blood's on your face now, in your eyes, in your mouth.\n\nThe body goes limp. You stop. And then, finally having a chance to smell what you're covered in, you vomit.\n\n""Zoe?"" Neil says tapping you on the shoulder.\n\nYou respond by throwing up some more. You're lightheaded and swaying.\n\nNeil says your name again, but you can barely hear it over the screams, a woman screaming inside your head so loud it cracks the walls of you skull and sets your synapses aflame.\n\nIt's Markie. ""Mine,"" she shrieks. ""Mine!""\n\nYou're falling. You succumb to the dark. But in that darkness, she talks to you. Her voice mingling with a deeper one, the voice of the monster. Of the thing that killed her and Ryan and Strauss and Ben.\n\nYou are mine, it says, but you're stronger than those who have come before you. I cannot break your will so easily, so I offer you an opportunity: allow what's happening to you to happen and we can achieve the destiny of my race together. You will be a legend. If you do not, we will find another way. We've slept in the chambers of your planet for your species'entire existence, waiting. The stars are our destiny--not yours. Join us for infamy or sacrifice yourself for nothing. In the end, it matters not. We will prevail.\n\n1. [[Join the creatures.]]\n2. [[Sacrifice yourself.]]"
"""Bear the weight later. There are still lives in danger here.""","He nods. ""You're right. Need to focus on the task at hand. What do you think it is you found on Earth?""  \n\n1.[[""Yog-Sothoth?""]]\n2.[[""Not a damn clue.""]]"
"Wait in silence.","""Ryan, let Captain Salvucci know what we’ve found. Let’s try and get a pick-up at the LZ in two hours.""\n\n""Aye.""\n\n""That thing loaded, Meat?""\n\n""Duh.""\n\n""Okay, I’m thinking we should split up to cover more ground. How should do this?""\n\n1. [[Pair off with Ryan.]]\n2. [[Pair off with Markie.]]\n3. [[Pair off with Meat.]]\n"
"""Yeah. We just need to flush it out and kill it…somehow.""","""Yeah, I guess I should focus some of my mental energy on figuring out how to kill it instead of wasting it on fucking checkers, huh?""\n\n""Make your move already, dude,"" says Neil, growing impatient.\n\n""Fine. Zoe, we can talk strategy in a bit.""\n\nYou walk away.\n\n1.[[Talk to Strauss and Salvucci.]]\n2.[[Take a nap.]]"
"""Good luck.""","Meat nods solemnly and heads out the other sickbay door. You step outside to find Salvucci loading his pistol.\n\n""Better to be safe than sorry. Do you have your pistol?""\n\nYou nod.\n\n""Good. Hopefully we won’t need it.""\n\nThe two of you walk down the hallway. Salvucci appears to be deep in thought, distracted from his surroundings.\n\n1.\t[[""It’s not your fault, y’ know.""]]\n2.\t[[""You okay, cap?""]]\n"
"""The fucking thing ripped his head off.""","""Fuck. All right, let’s get her aboard.""\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open. Inside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience of tomfoolery, awaits you—his hand wrapped around the pistol in his holster. He takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""He's dead, cap. Something got him.""\n\n""Hell, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks, as you help a woozy Markie out of her suit.  You glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she stares around wildly as Lenore straps her in. Strauss examines the bite: it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore  while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore, who’s prepping some kind of tool.\n\n1.[[""What the hell is she saying?""]]\n"
"Talk to Neil and Meat.","You approach the table. Neil takes one of Meat’s checkers.\nThey look up at you.\n\n""Thought we’d see a lot of boring shit on this trip, but I can honestly say I didn’t expect to run into a fucking alien,"" Meat says.\n\n""Is it an alien, though? I mean, maybe it’s just something that’s been in the Earth the entire time?""\n\n""Shut up, Neil. You know what I meant.""\n\n""Hey, I’m just saying that maybe we should be a little more careful about the terms we’re throwing around, y’know, for science?""\n\n""Just play the damn game. "" He turns to you. ""How are you holding up, Zoe?""\n\n1.[[""Good, all things considered.""]]\n2.[[""The fuck you think I'm holding up?""]]"
"Disapprove of her.","You never make your dislike of your daughter-in-law known, but she can sense it. You never become close.\n\nYou wake up one morning to find your husband cold on the patio. You get down on the floor and hold his corpse for hours before you finally dial the operator and tell the poor man on the other end that your husband is dead and you have no clue what to do. He takes your address and promises he'll send an ambulance.\n\nThey come. Your heart shatters when they zip him in a bag.\n\nLater, weeks after the funeral, Meat comes to stay for a couple of weeks. He’s bald and uses a cane because of a bum leg. You watch reruns of sitcoms and play chess. You talk of your loved ones and your children. Then, unexpectedly, he brings it up: ""Do you ever think of them? The crew?""\n\n1.[[""I do.""]]\n2.[[""I don't.""]]\n3.[[""What's the point?""]]"
"""Ditto.""","""I guess so. Come on. Let's go...let's go see Neil. Just to be sure.""\n\nIn the kitchen, you find the charred corpse of Neil. Meat stands over him and retrieves the broken pistol fragments from his hand.\n\n""You think we could have saved him—saved all of them--if we had made different choices?""\n\n1.[[""We're still breathing.""]]\n2.[[""I don't know, Meat. I don't want to know.""]]\n3.[[""We did our best.""]]\n\n"
"Blast Ben.","You go for your gun, but someone beats you to the trigger. A shot tears off Ben's lower jaw, sending it flying into the wall. The second splits his forehead. The body falls back onto the floor and continues to gurgle.\n\nYou turn to see Strauss holding up the captain's pistol, tears in her eyes.\n\n""Doc,"" Meat says, but she walks past him and continues to fire round after round into the corpse. Ben goes silent and still.\n\n""Lenore,"" Salvucci says, reaching out to comfort her.\n\n""We have to burn him too,"" she says, no hint of emotion in her voice. ""Don't touch him. Don't want to risk infection anymore than we have already.""\n\n""What about airborne infection?"" Salvucci asks.\n\n""What of it?"" she says. ""If it's airborne, we're dead anyway.""\n\n""I'll go get some oil then,"" say Meat.\n\n""And I'll check on the console in the cockpit and hope to god Neil had enough time and selflessness to set up our autopilot. Zoe, why don't you go get our cryopods ready?"" the captain says.\n\n1. [[Go to the cryopods.]]"
"Don't touch him","The captain and Meat continue to examine the rest of the room for clues of the creature's whereabouts. You wait for Ben to finish sobbing so you can continue your conversation.\n\nHe stops crying, but it's not because he's calmed down. His eyes widen as he looks at something behind you. Instinct guides you toward the rifle on the floor, but you're thrown to the side before you can even touch it.\n\nYour shoulder slams into the ground and goes numb. Looking up, you see Markie straddling Ben, a scalpel in her hand. She’s giggling. You can only see the side of her face but you know that your friend is gone. Blood and grime are dripping off her body, and her skin is peeling.\n\nAs if to remove all trace of doubt the creature inside her speaks: ""Now now, teacher’s pet, no one likes a tattletale.""\n\n""The hell?!"" Meat roars, whirling around. Too late.\n\nThe monster slams the scalpel into Ben’s face, sinking the blade into his right eyeball.\n\n1. [[Go for the gun.]]\n2. [[Scream helplessly.]]\n"
"""What’s waiting for you back on Mars?""","""What kind of question is that? Here and now? You’ve never made the effort bef—oh, I see. You’re just trying to make conversation. Well, fine then: I have nothing waiting for me. How does that sound? Nothing. Not a lover, not a child, not even a pet. This was my life and now it’s gone to shit.  Well now I feel good about myself. How about you.  Any boys waiting for you?""\n\n1.[[""No, I don't.""]]\n2.[[""Yeah, I do.""]]"
"""What happened, happened.""","""Let's go...let's go see Neil. Just to be sure.""\n\nIn the kitchen, you find the charred corpse of Neil. Meat stands over him and retrieves the broken pistol fragments from his hand.\n\n""You think we could have saved him—saved all of them--if we had made different choices?""\n\n1.[[""We're still breathing.""]]\n2.[[""I don't know, Meat. I don't want to know.""]]\n3.[[""We did our best.""]]\n\n"
"Retreat with Markie.","You both retreat. ""Neil,"" you hear Meat yell over the comm. ""Bring the Speedwell to the LZ. We need some fucking help here.""\n\n""Coming as fast I can,"" Neil says.\n\nYou run and run and run. You surge ahead of Markie and lose feeling in your legs, but somehow you keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but you eventually stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you see Meat running by himself. Ryan is nowhere to be seen. You’ve covered half the distance to Meat when, looking up, you see the Speedwell beginning its descent.\n\nYou're almost to him when you hear Markie scream. Turning, you see her fling one of those crab creatures across the ground.\n\n""Damn!"" she yells.\n\nMeat blasts the creature into pieces. The two of you rush over to her. She's holding her arm.\n\n""It got me,"" she says; there's fear in her voice. She turns to Meat. ""Where's Ryan?""\n\n""Goddamn fucking thing ate him. It ATE him.""\n\nMeat's answer fills you with cold. Ryan is dead. No one that close to you has ever died before. Your vision becomes unfocused. A slap on the arm brings you back.\n\n""We've got company, Julia. I need you here and now,"" Meat says, nodding at the mouth of the cave where the crab creatures are gathering. There must be thousands of them. Luckily, behind you the Speedwell is landing.\n\nMeat fires several shots at the crabs, but they don't seem to be leaving the cave anyway.\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open. Inside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience for tomfoolery, awaits you—his hand wrapped around the pistol in his holster.\n\nHe takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""He's dead, cap. Something got him.""\n\n""Hell, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks as you help a woozy Markie out of her suit. You glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she looks around wildly while Lenore straps her in. \n\nShe examines the bite: it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore; she's prepping some kind of tool.\n\n1.[[""What’s she saying?""]]\n2.[[""What is that?""]]\n"
"""Everybody cool?""","""Good question. Doctor?"" Salvucci says, turning to Strauss. She's red in the face, clearly panicked.\n\n""I don't know,"" she says. ""There's no way to know we're infected until we start seeing symptoms.""\n\n""Which would be...""\n\n""I don't know, Travis. From our brief encounter with Markie's transformation, I would be inclined to say that we would drop to the floor and start babbling nonsense while our bodies decayed, but she was bitten. If there was an airbone virus when that blob exploded, our transformations could be much more subtle. There's no way to know until whatever happens, happens.""\n\n""A comforting thought,"" Neil says.\n\n""The best thing we can do right now is...just wait. Maybe some of us get some shut eye and then rotate the guard.""\n\n""What are the guards looking out for, exactly?""\n\nStrauss looks at Meat and takes a breath. ""Symptoms. In case something goes wrong with one of the sleepers.""\n\nSalvucci nodded. ""We're all a bit tired. Meat, Zoe, doctor, you three rest first. Neil and I will keep watch.""\n\n""Make sure not to turn into boogeymen,"" Neil says as the three of you head toward the barracks.\n\n""If I do, I'll eat you first, little man,"" Meat replies.\n\n1. [[Sleep in the barracks]]"
"""We’re alive.""","""Yeah, that’s what counts, I guess. What now?""\n\n1.[[""We sleep.""]]\n"
"""We’re screwed, fellas.""","""I was worried you'd say something like that."" Meat sighs. ""Yeah, I guess I should focus some of my mental energy on figuring out how to kill it instead of wasting it on fucking checkers, huh?""\n\n""Make your move already, dude,"" says Neil, growing impatient.\n\n""Fine. Julia, we can talk strategy in a bit.""\n\nYou walk away.\n\n1. [[Talk to Salvucci and Strauss]]\n2. [[Go to sleep.]]\n"
"stars","Something feels different. The cold is gone. You're warm, in fact.\n\nYou open your eyes.\n\nYou are curled up on the floor of small room with a grey carpet and a fold-out couch.\n\nOn the other side of the room is a young man sitting at his desk, typing away at his computer. He is tall with short brown hair.\n\n1. [[""I'm alive.""]]\n2. [[""Where am I?""]]"
"""You monster.""","""I didn’t have a choice,"" she stutters.\n\n""There’s always a choice,"" Meat barks, stomping toward her.\n\n""It’s what he wanted!""\n\n""We could have saved him!""\n\n""No, you coul—"" Her declaration dies in her throat as Meat violently wraps his hands around her neck. ""You’d do the same to any of us, wouldn’t you?""\n\n""Travis…stop,"" Neil says.\n\n""No, she’d kill us all if it worked to her advantage, Neil. I don’t want someone like that behind us.""\n\nStrauss is getting red in the face.\n\n1.[[""Travis...let her go.""]]"
"""It’s not your fault, y’ know.""","""Wrong. Those three people were under my command. Their lives were in my hands. At the very least I made a decision that cost that boy his life. He wasn’t even 20 yet.""\n\nYou hear his voice break.\n\n1.[[""You made the sensible choice. It just wasn’t the right one. Don’t let it get to you.""]]\n2.[[""Regardless, don’t let this distract you. I need you here, not in mourning. Save that for later.""]]\n"
"Initiate you and Strauss' cryopods.","You head to the cryogenics room and boot up two pods. Strauss shows up an hour later smelling like smoke.\n\n""It's done.""\n\nShe takes off her glasses and places them on a table nearby.\n\n1. [[""Do you want to talk?""]]"
"""Not a thing.""","You snatch the gun from his holster and shoot him in the shin. He falls to the ground screaming in pain.\n\n""The fuck, Julia?!""\n\nYou back away from him, pistol aimed at his head.\n\n1.[[""Don't follow me.""]]\n2. [[Leave without a word.]]"
"Kill him first.","The gunshot echos throughout the hallway. Salvucci slumps against the wall with a bullet in his temple. Smoke drifts upward from the barrel of your pistol.\n\n""God damn it!"" Neil screams. ""Why did he make us do that?""\n\n1. [[""Screaming isn't going to get us anywhere, Neil.""]]\n2. [[Shoot him too.]]\n\n"
"""I'm sorry, Travis.""","""About what?""\n\nYou snatch the gun from his holster and shoot him in the shin. He falls to the ground screaming in pain.\n\n""The fuck, Julia?!""\n\nYou back away from him, pistol aimed at his head.\n\n1.[[""Don't follow me.""]]\n2. [[Leave without a word.]]"
"""Let her go.""","""Are you serious?"" he yells, hands clutching her throat still. She throws a weak punch at his arm. ""She killed him; she’ll kill us, too.""\n\n""Dude, just…stop. We’ll tell the authorities what she did when we get back. She'll rot in prison.""\n\nMeat considers this and then lets go of Strauss. She gasps for air. ""Insane…idiot!""\n\n""You shut your damn mouth. I’m a second away from adding your body to the pile.""\n\nMeat sets down his backpack and opens it up, pulling out the glass bottle, rag, and oil can. He gets to work as Strauss stumbles over to join you and Neil.\n\n""Thanks,"" she says, not turning to face you.\n\n1.[[""Don’t thank me.""]]\n2.[[""I should have let him kill you.""]]\n3.[[""You’re welcome.""]]\n\n\n"
