"""Better you than me.""","She turns away from you and leaves the mess hall. You hear her break out into a run, her footsteps echoing through the hall.\n\n""Help!"" she shrieks as she runs. ""Help!""\n\nTime passes painfully, slowly. Finally, Salvucci turns to both of you. ""We go. Now.""\n\nAll of you start running toward the hanger. ""Keep an eye out for anything,"" Salvucci says. ""It might try to use this plan against us.""\n\nYou reach the hanger in two minutes. You all peek through the threshold to see Markie advancing on a bloodied Strauss, who has her back to the hanger door. The captain's pistol lay on the floor several feet from the pair.\n\n""She's wounded,"" Meat says, defeated. ""Infected.""\n\nMarkie is shuffling closer, giggling. Strauss sees the three of you. She looks over at the panel that controls the hanger door and then looks back at you all. She nods.\n\nYou slowly raise your pistol. Markie grabs the doctor by the throat and lifts her into the air. She chokes.\n\nYou feel Meat beside you raising his rifle. His hands are shaking.\n\n1. [[End Strauss' pain.]]\n2. [[Shoot the switch.]]\n"
"Put Ryan out of his misery.","You take careful aim and fire a single shot that pierces Ryan's visor and kills him instantly. The squad vital monitor shrieks as he flatlines.\n\nThe monster roars again and then you catch a glimpse of its hideous, reptilian face as it darts out and closes its jaws around Ryan’s head. Like fingers plucking a grape from a vine, the beast rips out your squadmate’s head, leaving a bloody stump of a neck.\n\nYou flee.\n\nYou run and run and run. You lose feeling in your legs but somehow manage to keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but eventually you stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you can see Meat assisting a limping Markie. Behind them, you glimpse small purple mushroom shapes scuttling across the sand. You run toward your squadmates. You’ve covered half the distance when, looking up, you see the Speedwell beginning its descent.\n\nWhen you reach them, Meat hands Markie off to you and turns to fire several rounds at the crab creatures. He tags all of them except for one. \n\nYou watch helplessly as the little bastard leaps through the air and, with tentacles shooting out from its underbelly, wraps itself around Markie’s arm.\n\nShe screams in pain. You whip out your empty pistol and bash the monster’s dome in. The creature lets go of her arm and falls to the ground, legs squiggling. Its agony is short-lived, as Meat puts three rounds into the soft belly.\n\n""Fucking fuck."" He kicks the crab.\n\nYou turn to Markie, who’s holding her arm. \n\n1.[[""Is your suit ripped?""]]"
"""It happened so fast.""","""Fuck it. Let’s get her aboard. We'll worry about what happened later.""\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open.  Inside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience for tomfoolery, awaits you—his hand wrapped around the pistol in his holster.\n\nHe takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""He's dead, cap. Something got him.""\n\n""Hell, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks, as you help a woozy Markie out of her suit.  You glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she stares around wildly while Lenore straps her in. She examines the bite: it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore  while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore; she's prepping some kind of tool.\n\n1.[[""What’s she saying?""]]\n2.[[""What is that?""]]\n\n"
"Space it.","""Hanger it is then,"" Meat says.\n\n""One of us needs to lead it there,"" Strauss says. ""Play wounded. Beg for help. The others have to hang back otherwise it won't fall for the trick.""\n\n""I don't like this,"" Salvucci says.\n\n""Me neither, but she ain't wrong,"" Meat says grimly. ""Somebody's got to be ready to put it all on the line for this.""\n\n""I'll go,"" Strauss says.\n\nMeat doesn't contain his shock. ""What?""\n\n""I think we've already established I'm helpless, which means that thing has too. It'll come running.""\n\n""This is fucking crazy. Cap, we can't send her out there. I'll go,"" Meat says.\n\n""You're the biggest of us. It won't go after you, not until it's killed everyone else off. It has to be me.""\n\nSalvucci furrows his brow. He unholsters his pistol and hands it to Strauss. ""I want my gun back, doctor. Be careful.""\n\n""Yes sir.""\n\n""Five minutes and then we're coming after you,"" Meat says.\n\nShe nods.\n\n1. [[""Be careful.""]]\n2. [[""Better you than me.""]]\n\n"
"""Nice job, shrimp. Didn't think you had it in you.""","""Thanks,"" he utters, looking away from you.\n\n""What about Markie,"" Meat asks.\n\n""We have to euthanize her,"" Strauss says, looking through the glass at Markie. ""The infection could spread.""\n\n""I thought you chopped her damn arm off so that wouldn’t happen.""\n\n""The possibility of infection still remains and, as I’m sure Zoe can attest to, officer Daniels has only worsened in the past half hour. I’d say there’s at least a fifty percent chance that what happened to the arm will happen to her.""\n\n""That thing  was bad enough, captain,"" Ben says. ""It took three rounds to kill it.""\n\n""We have no idea what kind of beast she’ll devolve into—""\n\n""If she turns in the first place. God damn it. This is a fucking human being we’re talking about.""\n\n""Keep your cool, Travis,"" Salvucci commands. \n\n""Captain, if she turns into something, I’m not sure we’ll be able to contain it. Protocol states—""\n\n""To hell with your protocol! That’s Markie we’re talking about. And you said it’s a fifty percent chance. That ain’t a sure thing. Not by a long shot.""\n\n""Do you really want to bet everyone’s lives on a single coin toss?""\n\n""Let’s just keep her in the cube until something happens, then we decide what to do with her. I’ve got my rifle. Everybody else has pistols.""\n\n""Yes, because an assault rifle worked wonders for Sergeant Benson, didn’t it?""\n\nMeat glares at Strauss but she continues.\n\n""Mark my words, if we don’t take care of that thing, it’s going to take care of us.""\n\nThe conversation is becoming heated. The captain seems uncertain what to do. You grip the pistol in your hand more tightly.\n\n1.[[""Calm your tits, everybody.""]]\n2. [[Kill Markie.]]"
"""You know what we have to do.""","He sighs. ""I know. I'll just, god..god damn it, just give me a second to set a course for the sun.""\n\nYou watch as he presses some buttons on the console and turns to you.\n\n""So, how do you want to do thi--"" he's only begun to show fear when you shoot him in the face. He flops to the floor. You carefully step past him and look out into the darkness of space.\n\nYou realize the few loved ones you have at home will never know what happened to you. You will die a mystery. You put the gun to your temple and pull the trigger.\n\nSeveral month later, the Speedwell tries to fly into the heart of the sun and is vaporized. \n\nThe End"
"""Not a damn clue.""","He sighs. ""We need to find the doctor...if she's not dead.""\n\n1.[[""Don't talk like that, cap.""]]\n2.[[""She's meat.""]]\n"
"""Why didn't you?""","""Just not worth it. They haven't come for us in two weeks. They're not going to come at all. What's the point of staying alive five days longer, y'know?""\n\nThose are the last words he says to you. He goes to sleep later and doesn't wake up. You stare at his pale body sprawled out on the floor. Your belly rumbles weakly.\n\n1. [[Resort to cannibalism.]]\n2. [[Starve.]]"
"""You okay, cap?""","""They're all dead because of me,"" he says quietly. ""I've never had people die under my command before. It's a strange feeling.""\n\n1.[[""It's not your fault.""]]\n2.[[""Move past it or more people are going to die.""]]\n"
"Get a drink with Strauss","""Thanks,"" she says quietly. You get a cab and tell him to take you to the nearest bar. There, the two of you sit in silence for at least an hour sipping your drinks. Finally, Strauss speaks.\n\n""I killed the captain. I let Ben die.""\n\n1. [[""You did.""]]\n2. [[""You only did what you had to.""]]"
"Shoot them.","You fire several shots into the sea of creatures and even kill a few, but they still surge toward you.\n\n""Come on!"" Meat roars. ""This isn't a fight we can win.""\n\nYou both retreat. ""Neil,"" he yells into the comm. ""Bring the Speedwell to the LZ. We need some fucking help here.""\n\n""Coming as fast I can,"" Neil replies.\n\nYou run and run and run. You lose feeling in your legs but somehow manage to keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but you manage to stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you see Markie running by herself--her suit covered in what appears to be blood. Ryan is nowhere to be seen. You’ve covered half the distance to her when, looking up, you see the Speedwell beginning its descent.\n\nWhen you reach her, you take her by the arm and look through her visor. Her eyes are wild, and she's sweating.\n\n""Markie,"" Meat says, ""where's Ryan?""\n\nShe stutters. ""D...d..dead.""\n\n""Fuck!"" He turns back to the hole you and he emerged from. The wave of crabs has reached the mouth of the cave. In the light, they're purple and fungal looking.\n\nHe fires some shots at them while you tend to Markie. Her arm is wounded.\n\n1.[[""Are you okay?""]]\n2. [[Remain silent and keep your hand over the tear in her suit.]]\n"
"""I saw something.""","Before the words can leave your mouth, there’s a whooshing sound, followed by a giant spike tearing through Ryan’s chest, splattering the cave with red. Ryan’s pistol drops to the floor. He moans. \n\nYou cast your light on the protruding spike and realize, as your comrade is slowly being lifted in the air, that it’s a limb of some sort.\n\nMarkie’s voice barks over the comm. ""Julia! What’s happening? Ryan’s vitals are dropping."" You fire several shots into the darkness. One of them slaps into Ryan’s arm; his blue eyes gaze at you in shock.\n\nMeat now: ""Julia? Answer us, girl. What the fuck is going on?""\n\n1.[[""Get the Speedwell here now!""]]\n2.[[""We’ve got to go!""]]\n3.[[""Something’s got Ryan!""]] \n"
"Save Strauss.","You fire at the tentacle wrapped around Strauss' neck. The appendage snaps and she falls to the floor, gasping for breath. You run by and grab her arm, pulling her to her feet. The two of you run past the creature as it focuses its attention on Meat, who cries ""Don't leave me!""\n\nAs the two of you sprint down the hallway, you can hear his screams echo down the hallway. \n\nYou and Strauss stop when she runs out of breath.\n\n""Why did you save me?"" she asks.\n\n1.[[""Not even a simple 'thanks?'""]]\n"
"Nod at him.","He smiles. The cab pulls away and you walk past your box—you’ll get the mail later—and inside your home.\nThe door slides shut. And that’s when you fall apart. You crumble to the floor and bawl yourself to sleep. You wake hours later only to cry yourself asleep again.\n\nWhen you wake up, you want to believe it’s a new day but you can still feel the weight of the dead on your shoulders. It’s a weight you never learn to completely shake, but you grow accustomed to it all: the night terrors, the sudden flashes of Ben dying in agony.\n\nMeat’s friendship and an ungodly amount of therapy helps you get through the trauma, as does Melissa, the barista who becomes your wife. The military sticks you with an analyst position, something you’re quite fine with, though it is boring work.\n\nYou grow older. Melissa talks about having kids.\n\n1. [[Have kids.]]\n2. [[Don't have kids.]]\n"
"""Okay, what about the hanger?""","""Space. You want to jettison the fucker. That’s insane. He’s slow though, so maybe it could work.""\n\n1.[[""What else are we going to do?""]]\n\n\n\n"
"""Serves you right.""","""Please hurry,"" she begs. ""We’re in the cockpit.""\n\n""Hustle people,"" Meat says, breaking out into a sprint.\n\nYou and Neil follow. \n\nYou keep an eye out for Markie, but, thankfully, she never exploits your panic. When you reach the bend before the cockpit, Meat slows down and raises his hand for you to stop. You do so and listen. Just out of sight, you can hear something cracking.\n\nMeat steps out of the corner. You and Neil join him, your pistol raised in the direction of the cockpit. There, covered in red and yellow grime, his back to you, is Ben biting into Salvucci’s leg and tearing away flesh and muscle.  Salvucci is against the cockpit’s door, either unconscious or dead. Blood trickles from his forehead. A crowbar is next to his body.\n\nMeat aims down the sight and breathes hard.\n\n""Conserve the ammo,"" Neil says.\n\nMeat gently tugs the trigger. A round slams into Ben’s neck; the creature masquerading in your crewmate’s skin whirls around and slams into the wall. It hisses and stands up. What was once Ben’s youthful face glares at you. The thing takes a step forward.\n\nMeat fires another two shots that slam into its chest.  Ben is knocked back, but he recovers quickly, taking another step toward you. And then another. He’s closing in.\n\n""Well don’t just stand there—shoot him!"" Neil screams.\n\nYou aim down the sight.\n\n1. [[Fire the gun.]]\n\n"
"""Ben said she was chased into the hallway.""","""Meat, you go check on Neil. Zoe and I are going to look for Strauss.""\n\n""What should we do about them? They might, y’know, come back.""\n\n""Knock that horror movie shit off, Travis.""\n\n""Captain, with all due respect, I think we’re pretty well entrenched in horror movie territory right about now, oh with the crazy alien women and two dead crew members. Is it too much to humor me when I ask for a little reassurance?""\n\nSalvucci frowns. ""What are you suggesting?""\n\nMeat looks down at the corpses. ""I need oil. We can use the lab’s emergency coolant system to control the blaze.""\n\nSalvucci nods solemnly. ""Run to engineering. Grab what you need. Burn the bodies.""\n\n1.[[""Are you two serious? This is insane!""]]\n2.[[""Burn 'em.""]]"
"""We sleep.""","""What about the bodies? Do you think Strauss will come back?""\n\n1.[[""Burn her just to be sure.""]]\n2.[[""She won’t.""]]"
"""Your boyfriend's toast.""","Strauss closes her eyes and momentarily bites her lip. ""I’m a coward.""\n\nSalvucci holsters his gun. ""There’s nothing you could have done, doctor. Let’s go.""\n\nStrauss looks up, her remorse stowed away or perhaps an illusion. ""What about the creature?""\n\n""Meat’s burning the bodies.""\n\nHer eyes widen. ""Why the everliving hell is that lumbering mountain of idiocy doing such a thing?""\n\n""He thinks they might come back.""\n\n""That fucking moron! We don’t know how that infection works. It could be twice as deadly as an airborne virus. I need those bodies intact. Call him! Stop him!""\n\nSalvucci's face goes pale. ""I don’t have a walkie.""\n\n""Run,"" she says.\n\nAnd you do. As fast as you can. Inside sickbay you find Meat, sitting down on the floor, staring at where the bodies should be, but instead there’s only a lot of blood and some meaty chunks.\n\nAn oil can, a bottle, and a rag are next to Meat.\n\n""Where are they?""  Strauss demands. ""The bodies? Where are they?""\n\n""Oh good. You’re alive,"" Meat says. You can feel the force of his eyeroll from here.\n\n""Where are the bodies? Did you burn them?""\n\n""No, doctor. As you would have gathered from the lack of smoke if you weren’t a nutcase, I have not burned a damn thing. I came back and they were gone.""\n\nStrauss approaches Meat, gets in his face. ""Well did they just fucking get up and walk off?""\n\nHe yells back. ""I don’t know! You’re supposed to be the doctor here.""\n\n""Everyone relax,"" Salvucci says, voice raised.  Meat and Strauss calm down, each refusing to look at the other, each saying nothing.\n\n""We’ve got two missing bodies, possibly infected and mutated into hostile lifeforms."" Salvucci rubs his forehead. ""I need thoughts, suggestions, anything. Where should we go from here?"" He turns to you first. \n\n1.[[""Let's go see Neil.""]]\n2.[[""I'm ready to go hunting.""]]"
"""Come on. Let's sleep, then.""","""Best goddamn thing I've heard on this stupid voyage. Let's go.""\n\nYou both head to the cryogenics room and ready your pods. They hiss and spew cold air on you as they open.\n\n""Two months,"" he says as he stares at the tube, which you realize now looks very much like a coffin. ""Here’s hoping nothing eats us while we’re sleeping.""\n\nHe gets in his. You follow suit.\n\n""See you soon, lady.""\n\nYou press the button on the interior door and it slowly closes on your tube. You hear the seal clamp. A mist falls over your face.\n\nYou slowly closes your eyes and desperately hope you wake up.\n\nIt’s as though no time passes between the moment the darkness falls over you to when you open your eyes again to see ten soldiers standing over you, peering down, each of them equipped with assault rifles.\n\n""Come on, lieutenant,"" one of them says, lifting you to your feet. You see Meat being held up by two soldiers. He’s grinning like a fool.\n\n""We did it,"" his eyes say.\n\nThe troops escort you both to your own personal rooms where you’re served cheap stake and soda pop. It tastes superb. Later, you and Meat are interviewed about the incident aboard the Speedwell. You both answer the interviewer, an older man with a bald spot, as honestly as you can.\n\nAnd then he shows you security footage of you and Meat killing Strauss.\n\n""Explain,"" he says. Before you can even say anything, Meat jumps in. ""The bitch murdered the captain. She would have killed us too. You bet I fucking killed her.""\n\nAnd just like that, his confession damns you. You're both court-martialed. You both get life.\n\nYou live within the walls of Titan penitentiary for 22 more years. On the first day in prison, another woman tries to force herself on you in the showers, a shank in her hand. The guards find her later with the makeshift blade buried in her eye; her tongue has been removed and placed next to her.\n\nEventually, the other inmates come to respect you enough that you become the most powerful person in the prison. You can get almost anything you want: TVs, movies, games, gourmet food. Sometimes someone says something disrespectful; you are ruthless in dispatching them. Everyone and everything is your property.\n\nIn the twenty-second year of your reign, another upstart conspires to have you murdered. She posions a pie later brought to your cell. You die alone, reaching toward the ceiling as your insides are burned away.\n\nThe End\n\n\n\n"
"Shoot him too.","You shoot Neil as well. His corpse falls to the floor. His lifeless eyes look up at you in confusion.\n\nWhat now?\n\n1. [[End your life.]]\n2. [[Wait.]]\n"
"""I’m fine.""","He looks away sheepishly. ""Sorry.""\n\n""Stop trying to hit that, Ryan. It’s not gonna happen,"" says Markie, the Speedwell's science officer.\n\nRyan waves his hand dismissively.\n\nThe enforcer of the group, Meat, chuckles. ""She told you.""\n\n1.[[Nudge Markie and give her a wink of gratitude.]]\n"
"""We fucked things up for you. I'm sorry.""","Neil nods at you one last time. You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nStrauss follows Meat. You look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Strauss and Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. Meat grabs Strauss and pulls her through.You emerge into the hallway just in time to feel the ship shake violently.\n\nMeat slams his fist into the wall over and over. Strauss looks on sadly.\n\n1.[[""Hey! Focus. I need you here. We can stew in our guilt later, got that?""]]\n2. [[Leave him be.]]"
"You don't have kids.","You and Jack choose not to have kids. You never regret the choice, and Jack doesn't seem to either, though you do wonder what your life would be like if you had children.\n\nYou make enough money to retire. You grow old and stop shaving your legs because who gives a fuck? Jack's hair goes white first. Yours follows shortly. You decide not to get anti-aging treatments. \n\nYou wake up one morning to find your husband cold on the patio. You get down on the floor and hold his corpse for hours before you finally dial the operator and tell the poor man on the other end that your husband is dead and you have no clue what to do. He takes your address and promises he'll send an ambulance.\n\nThey come. Your heart shatters when they zip him in a bag.\n\nLater, weeks after the funeral, Meat comes to stay for a couple of weeks. He’s bald and uses a cane because of a bum leg. You watch reruns of Farscape: The Next Story and play chess. You talk of your loved ones.  Then, he brings it up: ""Do you ever think of them? The crew?""\n\n1. [[""I do.""]]\n2. [[""I don't.""]]\n3. [[""What's the point?""]]"
"""I've got at least two rounds left.""","""I'm not ready to call it quits yet. There's got to be a way to kill that thing without guns. We just gotta improvise.""\n\n1.[[""The hanger. We can use the hanger.""]]"
"""Yes, I understand.""","""Good. Give me your gun and turn the gas on before you leave.""\n\n""There’s no way out except through the front.""\n\n""Vent,"" he says, pointing at a vent near one of the stoves. ""…Gotta crawl fast. I’ll give you as much time as I can.""\n\nA clanging at the door. Whatever was inside Markie is now trying to get in the kitchen.\n\n""This ain’t fucking right, man. It’s not right at all.""\n\n""Just give me your damn gun, dude."" He coughs. Meat, with reluctance, takes the pistol from his holster and sticks it in Neil’s hand. He then goes from stove to stove, turning on the gas.\n\nAnother bang at the door. The tip of a tentacle pierces the door and writhes wildly about, slapping a nearby wall.\n\n""Go,"" Neil says, fighting to stay conscious.\n\n1.[[""I'm so sorry, Neil.""]]\n2. [[Don't say anything to him.]]\n"
"""What’s the use?""","""I dream of them from time to time,"" he says. ""I miss them."" \n\nThat’s all he says on the matter. The week passes. He leaves. His wife, Rhonda, calls you a month later to tell you he passed away in his sleep. You can’t make the funeral because traveling would make your ailing health even worse.\n\nYou wait. You spend days watching old movies. You try to make your way through a collection of Christine Love’s works, but you keep losing your focus.\n\nDeath comes when you’re sitting in your loveseat watching a news report on a bridge being built in a neighboring county. It is a quick, painful tremor that starts in your chest and spreads out.\n\nThe dark sets in. You never expected slipping away to be this easy.\n\nThe End"
"""She was infected; she killed Meat.""","""God,"" Salvucci says, holstering his weapon.\n\n""And then there were three,"" Neil says.\n\n""We're probably infected too,"" Salvucci says quietfully.\n\n""But there's been no symptoms yet.""\n\n""What if they never show up until years later? When we're back on Mars.""\n\n""Then a doctor could take care of us or something, man.""\n\nYou see Salvucci slowly reach for his pistol again. ""I can't take that risk. If our survival puts humanity in danger....""\n\n""Cap,"" Neil says, backing into the wall. ""Think straight here.""\n\n""I'm sorry, Neil. I'm sure Julia agrees.""\n\n1. [[Die.]]\n2. [[Don't die yet.]]\n"
