incoming,text
"""We should check on Neil.""","Salvucci nods. ""That’s a good idea.  You take doctor Strauss and do that. Travis and I will go check engineering. If it's wounded and looking for some place to hide, there’s plenty of spots. Let’s meet back here in an hour.""\n\nStrauss scoffs. ""You’re treating the beast like it’s a wounded animal. You’re wrong. It showed no hesitation when it attacked. It’s not afraid of us. It’s waiting.""\n\nSalvucci wrinkles his nose as he is wont to do when someone said something that annoyed him. ""Regardless, we’ll find the creature and put it down.""\n\n""Creatures,"" she says, correcting him. ""There might be two of them now.""\n\n""Noted,"" Meat says, replacing the clip in his rifle.  You realize now that he has the most powerful firearm on the ship.\n\n""If you two run into it or them or whatever, don’t try to fight. Just run. Come find us.""\n\n""We should stop talking and get on our way,"" Strauss says gruffly. ""Before it eats that damnable pilot, which wouldn’t be such a bad thing if we didn’t need him to fly the ship.""\n\n""Now’s not the time for jokes, doctor,"" Salvucci says.\n\n""Who says I was joking?"" Strauss replies before leaving the room. \n\nYou follow.\n\n""Julia,"" Meat calls right before you step into the hallway. You turn. ""Be careful.""\n\nStrauss is waiting for you when you step outside. She’s holding her arm. There’s a patch of red coming through the white sleeve right above the elbow.\n\n""It’s not a bite,"" she says, noticing your stare. ""I fell when I was running and my arm took the fall.""\n\n1.\t[[""Don’t strain yourself then.""]]\n2.\t[[""I guess that means you’re useless in a fight.""]]\n\n"
"""You left him to die, you bitch.""","She glares at you and her lip quivers. You think she's holding back tears. ""You don't think I know that?"" \n\nFor a moment you think she's going to lunge at you.\n\n""Doctor, calm down!"" Salvucci says, grabbing her arm. ""And you,"" he says, looking dead at you. ""What the fuck's gotten into you?""\n\nStrauss looks up, her face void of emotion. ""Forget it. What about the creature?""\n\n""Meat’s burning the bodies.""\n\n""Why the everliving hell is that lumbering mountain of idiocy doing such a thing?""\n\n""He thinks they might come back.""\n\n""That fucking idiot! We don’t know how that infection works. It could be twice as deadly as an airborne virus. I need those bodies intact. Call him! Stop him!""\n\nSalvucci's face goes pale. ""I don’t have a walkie.""\n\n""Run,"" she says.\n\nAnd you do. As fast as you can. Inside sickbay, you find Meat, sitting down on the floor, staring at where the bodies should be, but instead there’s only a lot of blood and some meaty chunks.\n\nAn oil can, a bottle, and a rag are next to him.\n\n""Where are they?""  Strauss demands. ""The bodies? Where are they?""\n\n""Oh good. You’re alive,"" Meat says. You can feel the force of his eyeroll from here.\n\n""Where are the bodies? Did you burn them?""\n\n""No, doctor. As you would have gathered from the lack of smoke if you weren’t a nutjob, I have not burned a damn thing. I came back and they were gone.""\n\nStrauss approaches Meat, gets in his face. ""Well did they just fucking get up and walk off?""\n\nHe yells back. ""I don’t know! You’re supposed to be the doctor here.""\n\n""Everyone relax,"" Salvucci says, voice raised.  Meat and Strauss calm down, each refusing to look at the other, each saying nothing.\n\n""We’ve got two missing bodies, possibly infected and mutated into hostile lifeforms."" Salvucci rubs his forehead. ""I need thoughts, suggestions, anything. Where should we go from here?""  He turns to you first. \n\n1.[[""We should check on Neil.""]]\n2.[[""Let’s go hunting.""]]"
"""No.""","""So you’re just as lonely and pathetic as I am. Well, misery, company and all that, I suppose.""\n\nThe two of you approach the cockpit. You knock on the door.\nNeil’s muffled voice comes from beyond the door: ""Password?""\n\n1.\t[[""Uhh…""]]\n2.\t[[""42.""]]\n3.\t[[""Open the damn door.""]]\n"
"""Regardless, don’t let this distract you. I need you here, not in mourning. Save that for later.""","He sighs. ""You're right. Need to focus on the task at hand. What do you think it is you found on earth?""  \n\n1.[[""Cthulhu?""]]\n2.[[""No clue.""]]\n"
"""Probably to put us on edge.""","""Well, we’re about to put an end to that shit,"" Meat says as you approach the crew’s quarters. You see large cables running through the doorway; they lead up the wall and into the ceiling.\n\nNeil reaches up and runs his hand along the cables. He quickly pulls it back. ""Augh! Fuck!""\n\n""What is it?"" Meat barks.\n\n""Nothing,"" Neil says, regaining his composure. ""Just fucking slime. Oh god, gag a maggot,"" he says. ""This shit reeks."" He holds his hand up to the light to reveal a goopy, transparent liquid.\n\n""Hey, that looks a little bit like—""\n\n""Don’t you fucking say it, Travis.""\n\nYou examine the cables without touching them.\n\nMeat takes a look as well. ""Seems like a complicated operation.""\n\n""What, turning on the computer, starting a program, and plugging in some cables?""\n\nMeat turns. ""You didn’t see how feral this thing was—not to mention she’s missing a goddamn arm.""\n\n1.[[""It might be Ben.""]]\n"
"Use the saw.","You reach and grab the saw. Markie's about to leap atop you when you swing the heated blades into her right foot, removing it from the rest of her body. She topples back as the leg stump turns into a geyesr of black blood. You throw the saw at her face, blinding her with heat.\n\n""Put her in the chamber!"" Strauss roars, pointing with her free hand at the cryochamber in the corner of the room. Meat and the captain are quick, grabbing the creature while it flails about. They pull it by the rotting arm to the chamber quickly. The pod hisses as it opens. Markie snaps at them, tries to attack with her claw but she can't get a shot in. She shrieks as Meat and Salvucci heave her into the pod.\n\nYou smash the control panel with your fist and the chamber closes. You can hear Markie's muffeled screams from within. She starts to smack the door with her claw; cracks appear in the glass.\n\n""Whatever you're doing do it fast, doc."" Meat says, aiming his rifle at the pod.\n\n""Put your gun down and take this,"" she says, passing off the hose from the machine. Meat takes it. ""Now, plug it into the port at the bottom of the pod. Hurry! And make sure it's plugged in tight.""\n\nAnother crack in the glass. Meat takes the hose and screws it into the pod's port.\n\n""Let go!""\n\nMeat backs away from the metal hose. Strauss presses several buttons on the machine.\n\n""What is that?"" Salvucci says.\n\n""It's the incinerator,"" she says, slamming her palm down on one last button. You hear the roar of the flames as they pass through the hose and into the chamber itself.The inside of the pod lights up as Markie's screams become even louder. \n\nIt beats against the glass harder with her claw, but it's useless. Within minutes the monster's been vaporized.\n\nFor a moment, no one says anything. And then, just as you're all about to take a breath, in stumbles what was once Ben. The creature, missing both its eyeballs, gurgles as it reaches out toward you with rotting hands.\n\n1. [[Shoot Ben.]]\n\n\n\n\n\n\n"
"Give him a comfort pat and offer your condolences.","""Thanks,"" he says, turning his attention to the viewport. ""I have to tell his parents.""\n\n""Worry about that later,"" says Salvucci. ""Right now we need to—""\n\nThe alarm wails through the halls.\n\nSalvucci turns to Meat. What’s left of the color in Meat’s face drains as he gazes at the control panel.\n\n""Contamination in sickbay. Quarantine square’s been broken.""\n\n""What’s going on?""\n\nSalvucci is quick. ""Neil, you stay here. We’ll lock you in so you’re protected. You two come with me. Arm yourselves.""\n\nMeat grabs his rifle, and the three of you are out of the cockpit. Right before the door slides shut, you hear Neil say ""protected from what?""\n\n1. [[Go to sickbay.]]"
"Take the shot anyway.","You squeeze the trigger. Neil's head swings right in front of the barrel when you do. His head pops. You scream as blood splashes across your face, but you continue firing until the clip goes dry.\n\nYou open your eyes. Neil's corpse is missing the top half of his skull. What was Markie lie absolutely still, the form riddled with holes.\n\n""Julia?"" Salvucci says through your walkie.\n\nYou pick up your walkie.\n\n1.[[""Neil and the creature are dead.""]]\n2.[[""I killed Neil and Markie.""]]\n"
"""He said Markie chased her into the hall.""","""Travis, you go check on Neil. Julia and I are going to look for Strauss.""\n\n""What should we do about them? They might, y’know, come back.""\n\n""Knock that horror movie shit off, Travis.""\n\n""Captain, with all due respect, I think we’re pretty well entrenched in horror movie territory right about now, oh with the crazy alien woman and dead crew members. Is it too much to humor me when I ask for a little reassurance?""\n\nSalvucci frowns. ""What are you suggesting?""\n\nMeat looks down at the corpses. ""I need oil. We can use the lab’s emergency coolant system to control the blaze.""\n\nSalvucci nods solemnly. ""Run to engineering. Grab what you need. Burn the bodies.""\n\n1.[[""You can’t be serious.""]]\n2.[[""Captain…""]]\n3. [[Let ‘em burn.]]\n\n"
"""Harsh, doc. Harsh.""","She looks at you coldly. ""I answered his question.""\n\nThe three of you say nothing for the rest of the walk.\n\nWhen you reach the sickbay, it’s deserted.\n\n""I suppose they're still out looking for it...or they’re dead.""\n\n""Jesus,"" Neil says, approaching the puddle of gore in the center of the room. He stands there, gazing down at it.\n \nYou lean against the wall and take a seat, but your pistol remains in your hand. \n\n""Meat and the captain aren’t really dead, are they?""\n\n1.[[""No, they're tough fuckers.""]]\n2.[[""Yeah, they're chum.""]]\n\n"
"""Julia,"" he says.","""Julia, everything okay? You’ve got that look in your eyes.""\n\nRyan constantly feels some need to ask if you’re all right. Either out of attraction or platonic concern, you’re not sure which. However, you are certain that it bugs the snot out of you.\n\n1.[[""Yes, I’m fine.""]]\n2.[[""Yes, Ryan, I’m fine.""]]\n3.[[""I’m fine.""]]\n"
"""Uh...yes, totally.""","She smiles at you through her helmet. ""You don't have a fucking clue do you? An earthworm is--what was that?""\n\nYou heard it too.\n\nMarkie slowly pulls out her pistol. ""Just in case.""\n\nSuddenly you hear a high-pitched whine from the darkness that sends a shiver down your spine. ""Guys, we're not alone,"" Markie says into her comm.\n\n""What's that?"" you hear Ryan say over your comm.\n\n""There's something in here with us.""\n\nHe nods at you and you both slowly back away. You pull out your pistol.\n\n""What is it?"" Meat asks.\n\n""No idea. Whatever it is, we're in its territory. I'm inclined to think we should leave it alone. Let's head back to the ship.""\n\nThe whine again. You focus your eyes and see something moving in the dark.\n\nMarkie sees it as well. ""There's too many of them. Fall back!""\n\nShe fires a single shot. The flash of light reveals that the creature isn't one thing,but many things, with feelers and sharp teeth.\n\nThey rush toward you, hundreds of them.\n\n1.[[Shoot the creatures.]]\n2.[[Retreat with Markie.]]\n\n"
"""You're not real.""","""No,"" she says, turning away from you. ""But it is.""\n\nYou turn just in time to make out the tentacle that rends your head from your body.\n\nThe last sound you hear is the beast grunting with satisfaction.\n\nThe End"
"""We're gonna blow him into space?""","""That's exactly what we're going to do. Hallway A has a section with a viewport enclosed by two doors. We get it there, you shoot the window, and then we close it in.""\n\n1. [[""This is ridiculously dangerous. Count me in.""]]"
"Shoot the beast.","You fire your last shot in the dark. The monster roars again and then you catch a glimpse of the monster’s hideous, reptilian face as it darts out and closes its jaws around Ryan’s head. \n\nLike fingers plucking a grape from a vine, the beast rips off your squadmate’s head, leaving a bloody and spewing stump behind. The squad vital monitor shrieks at you.\n\nYou flee.\n\nLooking over your shoulder, you watch as what’s left of Ryan is pulled out of sight.\n\nYou run and run and run. You lose feeling in your legs but somehow manage to keep going full speed anyway. Near the end, you swear that your heart is going to burst and that your lungs will catch on fire, but you manage to stumble out of the tunnel into the irradiated light of dusk.\n\nAcross the way, you can see Meat assisting a limping Markie. Behind them, you glimpse small purple mushroom shapes scuttling across the sand. You run toward your squadmates.  You’ve covered half the distance when, looking up, you see the Speedwell beginning its descent.\n\nWhen you reach them, Meat hands Markie off to you and turns to fires several rounds at the crab creatures. He tags all of them except for one. \n\nYou watch helplessly as the little bastard leaps through the air and, with tentacles shooting out from its underbelly, wraps itself around Markie’s arm.\n\nShe screams in pain. You whip out your empty pistol and bash the monster’s dome inward. The creature lets go of her arm and falls to the ground, legs squiggling. Its agony is short-lived, as Meat puts three rounds into the soft underbelly.\n\n""Fucking fuck."" He kicks the crab.\n\nYou turn to Markie, who’s holding her arm. \n\n1.[[""Is your suit ripped?""]]\n\n"
"""Why weren't we invited to the party?""","Meat nudges you. ""Not funny, Zoe.""\n\n""The infection spread,"" Strauss explains.\n\n""What fucking infection?"" Meat interjects.\n\nStrauss turns her cold gaze onto him. ""I don’t know precisely what is in her body, Travis. What I do know is that once I amputated her arm, it lunged at my throat.""\n\n""Bullshit.""\n\n""No, it’s…it’s…true,"" Ben stammers. ""It’s over there. Look.""\n\nHe’s right, of course. There, lying on the ground, is an arm with shriveled fingers caked in yellow ooze. You can barely make out three bullet holes.\n\n""Lenore says that Ben saved her life by putting it down,"" Salvucci explains.\n\n1.[[""What about Markie?""]]\n2.[[""Nice job, shrimp. Didn't think you had it in you.""]]"
"""How about we plan on not dying?""","""Come on. Let’s get this over with."" \n\nYou both retreat to the hanger.\n\n""Shit,"" he says as the door slides shut behind you. ""I thought this place was bigger.""\n\nHe’s right: it’s not much, and half the room is cramped by the reconnaissance droids.\n\n""Loosen the holding clamps on those. I’ll get our suits. Hurry, it can’t be far behind us.""\n\nYou deactivate the locks on the droids and catch the suit that Meat throws you. You’re just about to put the helmet on when you hear the clanging at the door.\n\n""It’s here. When it gets in front of the droids, shoot the hanger switch, okay? And for fuck’s sake, hold on to something.""\n\nThe door bursts open and flies across the hanger. In steps the monster, mouth stained with blood, eyes looking about wildly.\n\nIt takes a step toward you.\n\n""Over here, motherfucker!"" Meat shouts through his suit’s comm.\n\nIt growls and moves toward Meat. Its footsteps leave imprints in the steel floor.\n\nMeat backs away from the droids until his back is pressed against the wall. He grabs onto a wall-railing.\n\nThe monster steps in front of the line of droids.\n\n""Do it, do it now.""\n\nYou take aim at the switch on the far wall. You fire.\nThe shot slams into the switch, and the alarms blare. Meat slowly pulls himself along the rail until he’s behind the droids.\n\nThe hanger door opens and air swooshes out. You grip the railing beside you.\n\n""Hold on!""\n\nThe beast begins to backslide toward the hanger door, its feet dragging. It tries to throw a tentacle at Meat, but they’re pulled as well.  \n\nA moment later they snap off and go flying into the black.  Meat, clinging to the railing, kicks the droids. It takes a second for them to detach from their holders and tumble down into the behemoth. The first one knocks it back a couple of feet. The second droid seals the monster’s fate, knocking it off both of its feet and sending it careening into the stars.\n\n""Eat shit and die, you fuck!"" Meat screams through the comm. You can’t help but grin as the monster spins out of sight.\n\nThe alarms in the hanger continue to yell for a couple of seconds, and then the emergency seal protocol activates, and the hanger door slowly slides to a close again.\n\n""We did it,"" Meat says. ""We fucking did it.""\n\nHe walks over to you and hugs you tightly. You both laugh.\n\n""We’re alive!""\n\n1. [[""Home. Let's get the fuck home.""]]\n"
"""Of course. You too.""","He smiles. The cab pulls away and you walk past your box—you’ll get the mail later—and inside your home.\n\nThe door slides shut. And that’s when you fall apart. You crumble to the floor and bawl yourself to sleep. You wake hours later only to cry yourself asleep again.\n\nWhen you wake up again, you want to believe it’s a new day but you can still feel the weight of the dead on your shoulders. It’s a weight you never learn to completely shake, but you grow accustomed to it: the night terrors, the sudden flashes of Neil’s sacrifice.\n\nMeat’s friendship and an ungodly amount of therapy helps you get through the trauma, as does Jack, the man who becomes your husband. The military sticks you with an analyst position, something you’re quite fine with, though it is boring work.\n\nYou grow older. You and Jack talk about having kids.\n\n1. [[You have kids.]]\n2. [[You don't have kids.]]\n\n\n"
"""I get that vibe, too.""","""I tell you; I don't even think she qualifies as a human.""\n\nThe intercom clicks on before you can say anything. ""All officers report to sickbay,"" Salvucci says.\n\nMeat gobbles up the rest of his bowl and grabs the rifle leaning upright against the table. You realize that you’re out of ammo, so you take one of the clips from your belt and reload the pistol.\n\nYou and Meat exchange no words on the way to sickbay. The door is open when you get there. Salvucci, Lenore, and Ben are standing around a bloody examination bed. You look to the right: Markie, one arm missing, is sequestered in a see-through quarantine cube. She’s looking around wildly.\n\nYou smell gunsmoke. Ben has both of his hands wrapped around his pistol.\n\n1.[[""What happened?""]]\n\n\n"
"""Get out of the way!""","Before the words can leave your mouth, there’s a whooshing sound, followed by a giant spike tearing through Ryan’s chest, splattering the cave with red. Ryan’s pistol drops to the floor. He moans. \n\nYou cast your light on the protruding spike and realize, as your comrade is slowly being lifted in the air, that it’s a limb of some sort.\n\nMarkie’s voice barks over the comm. ""Zoe! What’s happening!? Ryan’s vitals are dropping."" You fire several shots into the darkness. One of them slaps into Ryan’s arm; his blue eyes gaze at you in shock.\n\nMeat now: ""Zoe? Answer us, girl. What the fuck is going on?""\n\n1.[[""We need to go. Now!""]]\n2.[[""Ryan's chum.""]]\n\n"
"""Strauss is removing her arm.""","Meat makes a face. ""Fucking nazi. It’s a tiny bite. Can’t they just disinfect it? It was bad enough losing somebody; we don’t have to maim her.""\n\n1.[[""It might be for the best.""]]\n2.[[""Yeah. It’s bullshit.""]]\n"
"Give Meat a chance to explain.","""He might come back, y’know?"" Meat says. ""Like a zombie.""\n\n""Stop talking,"" Salvucci says. ""We need to find Strauss.""\n\n""If she isn’t dead,"" Meat says grimly, eyes set on what’s left of Ben’s face.\n\n1.[[""He said Markie chased her into the hall.""]]\n2.[[""Ben said Markie chased her into the hallway. She’s probably dead.""]]"
"Don't say anything to him.","Neil nods at you one last time. You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nYou look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. You emerge into the hallway just in time to feel the ship shake violently.\n\nMeat slams his fist into the wall over and over. \n\n1. [[Put your hand on his shoulder.]]\n2. [[Don't.]]"
