"Keep on in the direction of the mess hall.","You proceed into the mess hall.\n\n""Check everything,"" Salvucci orders. You check around the tables and near the entertainment closest while Meat looks around the kitchen. Salvucci keeps his eyes on the door.\n\nYou find a bag of chips and pocket it. No monsters, though.\n\nMeat pokes his head out of the kitchen. ""Nothing.""\n\n""Shit,"" Salvucci says. ""I guess we should go to the bu--"" A high-pitched scream cuts him off. Then, gunfire.\n\n""Strauss,"" Salvucci says.\n\n""Well, come on, let's go,"" Meat says, running out of the kitchen, rifle in hands.\n\nAll of you run out the door and down the hallway toward Neil's cockpit. You're halfway there when you spot a sticky mass of flesh and blonde hair on the ground.\n\n""It's Ben,"" Meat says.\n\nYou're almost to the body when Strauss, hair a mess and her cheek dripping with blood, steps out from the corner. Her shaky hands are gripped around the captain's pistol, a gun aimed at all three of you.\n\n1.[[""You crazy bitch.""]]"
"Do nothing.","He stops punching the wall after a while. Blood drips from his fingers. He breathes heavily.\n\n""He’s dead…because of us.""\n\n1.[[""I know. Now let’s make it count.""]]\n2.[[""Nobody could have predicted that.""]]\n"
"""What the fuck is wrong with you?""","She glares at you.\n\n""I am taking off her arm because it's required by fucking protocol. So get out of my office so I can do my job. Thanks.""\n\nShe turns away from you to get to work. Ben looks from you to her without saying anything. He turns back to the tablet in his hands.\n\n1.[[""Talk to me like that again and I'll use that saw on you.""]]\n2. [[Leave the doctor to her work.]]"
"""No. Of course not.""","""What makes you so sure?"" Strauss sneers.\n\n1.[[""You better watch your tone, Doc. I’m getting tired of your bullshit.""]]\n2.[[""I have faith.""]]\n3.[[""Listen bitch, step off.""]]\n\n"
"Say nothing.","Markie sighs. The four of you trek on in silence until you reach the crater. You approach the edge and look down into the abyss. The area of impact stretches for miles.\n\n""I don’t even see a fucking twig, man,"" Meat says.\n\n""It’s been over a hundred years since the impact. I think all you’re going find is dirt down there,"" Markie replies.\n\n""Don’t forget the radiation,"" Ryan says, kicking a pebble over the edge.\n\n""That too.""\n\nMarkie peers down. ""Zoom,"" she says. You hear the computer inside her helmet respond in affirmation to the command.\n\n""You gonna get that girl of yours a rock from the surface?"" Ryan teases Meat. ""I hear people used to go crazy over moon rocks after the Apollo landings. Might make a punny engagement ring, y’ know? Girls go for that sort of thing.""\n\nMeat grunts. ""Not my woman. She’s endowed, but it ain’t with brains. The humor would, uh, escape her.""\n\n""And the radiation,"" Markie points out.\n\n""Stupid radiation. Ruining everything,"" Ryan says.\n\nHmm. That’s interesting,"" Markie says—it’s almost a whisper.\n\n1.[[""What is it?""]]\n2. [[Remain quiet.]]"
"Help Strauss.","You fire at the tentacle wrapped around Strauss' neck. The appendage snaps and she falls to the floor, gasping for breath. You run by and grab her arm, pulling her to her feet. The two of you sprint past the creature as it focuses its attention on Meat, who cries ""Don't leave me!""\n\nAs the two of you run down the hallway, you can hear his screams echo down the hallway. \n\nYou and Strauss stop when she runs out of breath.\n\n""Why did you save me?"" she asks.\n\n1.[[""Most people would say 'thank you.'""]]"
"""Be careful.""","""Thanks,"" she says. She leaves the mess hall. You hear her break out into a run, her footsteps echoing through the hall.\n\n""Help!"" she shrieks as she runs. ""Help!""\n\nTime passes painfully, slowly. Finally, Salvucci turns to both of you. ""We go. Now.""\n\nAll of you start running toward the hanger. ""Keep an eye out for anything,"" Salvucci says. ""It might try to use this plan against us.""\n\nYou reach the hanger in two minutes. You all peek through the threshold to see Markie advancing on a bloodied Strauss, who has her back to the hanger door. The captain's pistol is on the floor several feet from the pair.\n\n""She's wounded,"" Meat says, defeated. ""Infected.""\n\nMarkie is shuffling closer, giggling. Strauss sees the three of you. She looks over at the panel that controls the hanger door and then looks back at you all. She nods.\n\nYou slowly raise your pistol. Markie grabs the doctor by the throat and lifts her into the air. She chokes.\n\nYou feel Meat beside you raising his rifle. His hands are shaking.\n\n1. [[End Strauss' pain.]]\n2. [[Shoot the switch.]]\n\n\n\n\n"
"""She had killed the captain. Looks like karma caught up with her.""","Your confession damns you. You're court-martialed and found guilty of murder in the first degree. You're sentenced to life aboard Titan penitentiary. For you, life turns out to be three years.\n\nWhen you refuse the courtship of one of the most powerful inmates in the penitentiary, she has one of her thugs stab you in your throat while you're taking a shower.\n\nAs the blood and suds and water swishes all around you on the way to the drain, you look up at your nude attacker. On her calf, you see a tattoo of an angel and a demon dancing around a single word: ""Karma.""\n\nYou almost want to laugh. Almost.\n\nThe End\n\n"
"""It's straight up bullshit.""","""Man, there's something about that doctor. She likes hurting people.""\n\nThe PA clicks on: ""All officers report to sickbay,"" Salvucci says.\n\nMeat gobbles up the rest of his bowl and grabs the rifle leaning upright against the table. You realize that you’re out of ammo, so you take one of the clips from your belt and reload the pistol.\n\nYou and Meat exchange no words on the way to sickbay. The door is open when you get there. Salvucci, Lenore, and Ben are standing around a bloody examination bed. You look to the right: Markie, one arm missing, is sequestered in a see-through quarantine cube. She’s looking around wildly and doesn’t seem to be aware of her surroundings.\n\nYou smell gunsmoke. Ben has both of his hands wrapped around his pistol.\n\n1.[[""Why weren't we invited to the party?""]]\n2.[[""Something happened, huh?""]]"
"Look at what she's pointing at.","It's Markie's nametag, covered in gore.\n\n""So, she's like, dead, right?"" Neil says, picking gunk out of his hair. ""We're safe now.""\n\n""Why did she die, though? And why like that?"" Salvucci asks.\n\n""Travis,"" Strauss says. ""What did you say earlier?""\n\n""What?""\n\n""You said something a second ago. What was it?""\n\n1.[[""A bomb.""]]"
"Credits","Javy Gwaltney: Designer/Writer\n\n Elizabeth Simins: Illustrator\n\nAnd special thanks to Zeh Fernando for permission to use his font.\n\n[[Begin]]\n"
"Fake cry.","You sniff and then rub your eyes. The tears come quickly.\n\nMeat falls for it. ""Oh hey, hey, Julia."" He hugs you.\n\nNow, the voice hisses.\n\n1. [[Kill Meat.]]\n\n\n"
"""We're alive. What else matters?""","""Guess it isn't much use wondering about it, huh?"" He turns away from them, though you notice his eyes lingering on Strauss' corpse for a moment.\n\n""God, I just want some sleep.""\n\n1.[[""Come on. Let's sleep, then.""]]"
"""A what?""","You glimpse her smile. ""You don't have a fucking clue do you? An earthworm is--what was that?""\n\nYou heard it too. A scuttle. \n\nMarkie slowly pulls out her pistol. ""Just in case.""\n\nSuddenly you hear a a high pitched whine from the darkness that sends a shiver down your spine. ""Guys, we're not alone,"" Markie says into her comm.\n\n""What's that?"" you hear Ryan reply.\n\n""There's something in here with us.""\n\nShe nods at you and you both slowly back away. You pull out your pistol.\n\n""What is it?"" Meat asks.\n\n""No idea. Whatever it is, we're in its territory. I'm inclined to think we should leave it alone. Let's head back to the ship.""\n\nThe whine again. You focus your eyes and see something moving in the dark.\n\nMarkie sees it as well. ""There's too many of them. Fall back!""\n\nShe fires a single shot. The flash of light reveals that the creature isn't one thing, but many things, with feelers and sharp teeth.\n\nThey rush toward you, hundreds of them.\n\n1. [[Blast the little bastards.]]\n2. [[Run. Now.]]"
"""I better get a lot more than a citation for my goddamn foot.""","""Cheer up! Ladies dig the augmentations. I'm gonna go tell them you're awake and we'll get your pod ready.""\n\nHe leaves and comes back a couple minutes later, grabbing a wheelchair from the corner of the room. ""All right, let's get you in. Just don't look at your foot.""\n\nHe helps you into the chair.\n\n1. [[Look at your foot.]]\n2. [[Don't look at your foot.]]\n"
"""Let's go.""","The groups go their separate ways; you hike down the cliff with Markie. It takes the larger portion of an hour to reach your tunnel. You step inside.\n\n""Let's turn our lights on,"" Markie says quietly.\n\nYou both tell your suits to turn your on your light attachments. Yours flickers for a moment before shooting a cone of light from your chest compartment.\n\nThe two of you proceed through the cave. On the Head-Up Display (HUD) of your suit, you can see the heartbeat monitors of everyone in your squad. You see that yours is going a little faster than normal and, knowing that everyone else can see that, you feel a little embarrassed.\n\nYou proceed through the cave.\n\n""These caverns are massive. This one seems to just go on and on.""\n\n1.[[""What do you think made them?""]]\n"
"""Be careful.""","""Yeah, thanks,"" he says before heading out the other sickbay door. You step outside to find Salvucci loading his pistol.\n""Better to be safe than sorry. Do you have your pistol?""\n\nYou nod.\n\n""Good. Hopefully we won’t need it.""\n\nThe two of you walk down the hallway. Salvucci appears to be deep in thought, distracted from his surroundings.\n\n1.\t[[""It’s not your fault, y’ know.""]]\n2.\t[[""You okay, cap?""]]\n"
"""We put that thing down. Once and for all.""","""With what? Pistol rounds ain’t gonna put that motherfucker down, Zoe.""\n\n1.[[""Let's lead it to the hanger.""]]"
"Help Meat.","The hail of bullets clip the tentacle above Meat. It falls to the floor, but the beast itself is unfazed. Meat scrambles over to you.\n\n""We’ve got to go now!""\n\nYou look to Strauss. She’s crying as she’s pulled toward the monster’s face.\n\nYou and Meat run past the monster. As you run, you see Strauss’s face being pressed against all the jagged teeth in the thing’s mouth. You’re turning the corner in the hallway when you hear a sickening snap.\n\n""Keep running! Don’t look back!""\n\nYou both run until Meat, out of breath, stops. You fall to the ground, back against the wall.\n\n""She didn’t deserve to die like that,"" Meat says aloud. ""I didn’t fucking like her, but nobody deserves to go like that.""\n\n1.[[""I had to choose.""]]\n2.[[""She didn't.""]]"
"""That’s funny coming from the person who was more than ready to put her down a couple of hours ago.""","You see hurt flash across Strauss' eyes.\n\n""Julia,"" Salvucci says sharply.\n\n""No, it's okay,"" Strauss says. ""They were friends, except your friend's dead, Julia. That thing out there isn't Markie anymore,"" she says turning away from you.\n\nThe two of them descend into uncomfortable silence; Strauss looking at her feet, Salvucci at the viewport. You feel awkward standing there, so you wander away.\n\n1. [[Go to sleep.]]\n\n"
"""A woman, actually.""","""Oh,"" she says, clearly surprised. ""Pardon my assumption.""\n\nThe two of you approach the cockpit. You knock on the door.\nNeil’s muffled voice comes from beyond the door: ""Password!?""\n\n1.\t[[""Uhh…""]]\n2.\t[[""42.""]]\n3.\t[[""Open the damn door.""]]\n\n"
"""You and her are gonna get us all killed if you keep bickering.""","""Sorry,"" he says. ""She’s just getting on my nerves. I know she’s had it rough. She and Ben were a thing, so she’s on edge even more than usual, I guess.""\n\nThe two of you enter the cafeteria and then, after taking a precautionary look around, you go into the kitchen and begin to stuff everything you can get your hands on into the two bags you brought from sickbay: fruit chips, soda, water bottles, pastries, canned soup.\n\nWhen you’ve filled the bags, you leave the cafeteria and make your way to the common room. Strauss, Neil, and Salvucci are waiting. The common room is a circular room with a couch, several chairs, and a large wall-mounted monitor connected a server archive of countless movies, shows, and documentaries.  \n\nOn the back wall, there are portholes—just like on the ships of old that sailed the waters of Earth—where you can gaze into the dark of space.\n\n""Run into any trouble?"" Salvucci asks as you hand him the bag.\n\n""Didn’t see a damn thing,"" Meat says.\n\n""I’m telling you,"" Strauss says, rubbing her bandaged arm, ""we won’t see it until it wants us to see it.""\n\nMeat grumbles something about paranoia and then heads over to the table, where Neil is setting up a checkers board.\n\n""How’s your arm, doctor?"" Salvucci asks.\n\n""Fine, captain. Thank you.""\n\nYou feel tired.\n\nWhat should you do?\n\n1. [[Talk to Neil and Meat.]]\n2. [[Take a nap.]]"
"""She's jerking us around.""","""She’s doing a hell of a job of it, then. Almost made me shit myself.""\n\n""Zoe! Neil! Anyone!"" Your walkie comes to life; it’s Strauss, her voice filled with panic.\n\nYou pull the walkie off your belt loop.\n\n""Please help us!"" Strauss cries. ""The captain keeps shooting but it’s not doin—oh god.""\n\nNeil looks at you in horror. You click the button on side the side of the talkie. You say:\n\n1.[[""Hang on! We're on the way.""]]\n2.[[""That's what you get.""]]\n\n"
"Pull the trigger.","You squeeze the trigger twice. Each round hits, but it doesn’t even faze him. Ben opens his mouth and a moan leaks out. All of his teeth are gone. This close, you can see that the iris of his remaining eye is yellow. You take aim again.\nSalvucci, standing on his wounded leg, beats you and Meat to it.\n\nThe captain grabs Ben by the side of his face and throws him into the wall. The thing moans as it hits the floor. It’s surprisingly quick to rise, but Salvucci already has the crowbar in his hand.\n\nHe grunts and brings the curved end down on the back of Ben’s head hard. The thing crumbles and is hit again as it slowly lifts its head. Red and yellow matter splatter the wall—little squirts at first, but they grow larger once the back of the skull caves in and brain matter flies. \n\nSalvucci drops the crowbar after the fifth hit and falls back onto the floor, out of breath.\n\nMeat approaches the beast. It slowly sticks its hand out toward him, fingers crawling across the floor like a wounded spider. Meat raises his boot above the monster’s head and stomps. Once. Twice. \n\nBen convulses. He goes still after the third impact. Meat steps past the body and helps Salvucci to his feet.\n\n""Holy shit, cap,"" Neil says, looking at the leg wound. \n\n""I’ll brush it off,"" Salvucci says, limping to the door. He bangs his fist against it twice.\n\n""Doctor, it’s the captain. Everything is safe out here. Open up.""\n\nA moment passes and then the door slides open. Strauss steps out and, seeing Ben’s corpse, puts her hand over her mouth to cover a gasp. You see her eyes water. She quickly turns her attention to Salvucci.\n\n""No worse for wear,"" he says looking at the hole beneath his knee. She backs away from Salvucci. ""No,"" she utters, ""no.""\n\n""We have to take that leg off now,"" Meat says.\n\n""You know that’s not going to do any good,"" Strauss fires back.\n\n""Are you just a fucking heartless bitch or what?"" Meat yells.\n\n""Travis, it’s all right."" Salvucci’s expression is one of weary acceptance. ""We both know what this bite means.""\n\n""There has got to be another way, captain.""\n\n""Yeah, yeah,"" Neil says. ""We can put you in cryosleep or something.""\n\n""Even if it wasn’t for the infection, this wound means I’m dead weight. You need to cut me lose. Burn what’s left.""\n\n""No,"" Meat says firmly. He shakes his head defiantly. ""We’re not doing that.""\n\n""That’s an order, Travis.""\n\n""I fucking said no!""\n\nYou barely have time to register that Strauss has taken the gun from your holster before the shot rings out. A brief spray of red. The captain falls like a tree. Blood gushes from his head. His lifeless, green eyes stare up at the ceiling.\n\nA horrified moment of silence passes as everyone stares at the body. Strauss drops your gun to the floor, and everyone turns to her.\n\n1.[[""You monster.""]]\n2. [[Kill her.]]"
"Leave Meat to die and save yourself.","It's a hard choice, but in the end, you get to your feet and sprint past the monster as it slaughters Meat. You can hear his screams as you run down the hall. Soon things are mercifully silent. \n\nYou climb up into the ventilation and decide to make your base of operations there. You're a survivor, you tell yourself. All you have to do is stay alive two months. That's all.\n\nYou go, day by day, into the ship in search of supplies. You often go to the mess hall to stock up on food and bring it back to the vents. You run into creature twice. Each time it's grown bigger, nastier. The first time, you get away without a scratch.\n\nThe second time, a tentacle pierces your ankle. You still manage to hop away, but you can't climb into the vent because of your injury. You seek refuge in the darkness of the barracks. Soon every breath brings pain. You refuse to accept the hand you've been dealt, even when Strauss, purple-faced, sits down beside you to have a chat.\n\n""You had a good run, idiot,"" she says. \n\n1.[[""You're not even real.""]]"
"""Get the Speedwell here now!""","""Meet us at the center of the crater!"" Markie yells over the comm.\n\nYou look at Ryan’s heart monitor; he’s about to flatline. \n\nThat’s when you hear it: the roar from the black.\n\nYou have a single bullet left.\n\n1. [[Shoot the beast.]]\n2. [[Put Ryan out of his misery.]]\n3. [[Run!]]\n"
"""She was infected; she killed Meat and then killed herself.""","""God,"" Salvucci says, holstering his pistol.\n\n""And then there were three,"" Neil says, looking at Meat's corpse. ""Sorry buddy.""\n\n""We're probably infected too,"" Salvucci says quietfully.\n\n""But there's been no symptoms yet.""\n\n""What if they never show up until years later? When we're back on Mars.""\n\n""Then a doctor could take care of us or something, man.""\n\nYou see Salvucci slowly reach for his pistol. ""I can't take that risk. If our survival puts the human race in danger.""\n\n""Cap,"" Neil says, backing into the wall. ""Think straight here.""\n\n""I'm sorry, Neil. I'm sure Julia agrees.""\n\n1. [[Die.]]\n2. [[Don't die yet.]]\n\n"
"Say nothing to him.","Neil nods at you one last time. You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nYou look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. You emerge into the hallway just in time to feel the ship shake violently.\n\nMeat slams his fist into the wall over and over. \n\n1. [[Comfort him by touching his shoulder.]]\n2. [[Let him get it out of his system.]]\n"
"Disapprove.","You never make your dislike of your daughter-in-law known, but she can sense it. You never become close.\n\nYou wake up one morning to find your wife cold on the kitchen floor. You get down on the floor and hold her corpse for hours before you finally dial the operator and tell the poor man on the other end that your wife is dead and you have no clue what to do. He takes your address and promises he'll send an ambulance.\n\nThey come. Your heart shatters when they zip her in a bag.\n\nLater, weeks after the funeral, Meat comes to stay for a couple of weeks. He’s bald and uses a cane because of a bum leg. You watch reruns of Friends 2041 and play chess. You talk of your loved ones and your children. Then, unexpectedly, he brings it up: ""Do you ever think of them? The crew?""\n\n1.[[""Yes.""]]\n2.[[""Never.""]]\n3.[[""What’s the use?""]]\n"
"Play Rock, Paper, Scissors.","You go four rounds. Neil wins two of them (rock over scissors each time). You with the other two times, with paper over rock.\n\nYou’re about to start the fifth round when the second door to sickbay opens, and Meat and Salvucci step inside; both men were dark expressions.\n\n""I’m guessing your hunt was uneventful?"" Strauss says.\n\n""Yeah, go on and rub it in then,"" Meat says, turning to rifle through the medical cabinets.\n\n""What are you looking for?""\n\n""Food.""\n\n""This is a medical facility, you fool. What makes you think there’s food in here?""\n\nMeat opens one of the lower cabinets and, after a moment, pulls out a large bag of apricot chips.\n\n""Your assistant told me about his stash a while back.""\n\n""I’m glad you can eat his food while his remains are in the same room as you.""\n\n""Not like he’s going to need them,"" Meat says with a shrug.\n\n""Enough you two,"" Salvucci barks. ""Pilot, you alright?""\n\n""Yeah, I’m fine, captain. Thanks for asking.""\n\n""Did you three see anything?""\n\n""No,"" Strauss says.\n\n1.[[""Where on the ship did you look?""]]\n2.[[""Did it leave a trail?""]]"
"""Ben isn't on you.""","""What do you think it is you found on Earth?"" Salvucci says, changing the subject. Your reassurance seems to have made him more focused.\n\n1.[[""Yog-Sothoth?""]]\n2.[[""Not a damn clue.""]]"
"Burn that motherfucker.","""I'm a fan of anything that doesn't include the possibility of us getting sucked out into space.""\n\n""We just might catch the whole ship on fire is all,""  Salvucci says.\n\n""Not if we do it right. We need to trap it in sickbay, where the extra cryopod is.""\n\n""Isn't that one broken?"" Meat says.\n\n""Yeah, which is perfect for us.""\n\n""I thought we were going to use fire?""\n\n""We are. Just...just trust me, okay?""\n\nSalvucci nods. ""Okay, doctor. What do we need to do?""\n\n""Give me your gun. I'm gonna run ahead and try and get it to follow.""\n\n""That's insane!"" Meat yelled.\n\n""It'll track me. You guys follow behind at a distance and when you get there, you do exactly as I say, okay?""\n\nSalvucci hands her his pistol. ""Stay safe,"" he says.\n\nShe nods. She goes to the door. ""Doc,"" Meat says. \n\nShe turns, hand on the door.\n\n""Be careful, okay?""\n\n""Thanks.""\n\n1.[[""Don't get yourself killed, doc.""]]\n2.[[""Save a round for yourself...just in case.""]]"
"Go eat.","The mess hall is rather small: two tables next to an enclosed kitchen. You find Meat sitting by himself, shoveling ramen into his mouth. A plastic cup filled with cheap whiskey is next to his arm. You grab your favorite snack, a box of soy oatmeal cookies, from the paltry pantry and take a seat.\n\nMeat looks up at you, eyes red, a weary expression.\n\n""Hell of a day, huh? Poor Ryan. How's Markie?""\n\n1.[[""Strauss is removing her arm.""]]\n2.[[""Not great.""]]\n\n"
"""Thanks, doc.""","When you get inside your house, you finally allow yourself to break down and cry. For the dead, for you, for Strauss.\n\nIt takes years for you to come to terms with the fact that you're alive. You see a therapist to help you cope with the nightmares and PTSD episodes. You are reassigned to a boring job as an analyst, an occupation you're fine with. You never marry, though you do have a series of healthy relationships with their ups and downs.\n\nTwenty years later, Strauss sends you an email out of the blue; ""I'm sorry"" is all it says. The next morning the local news reports the suicide of a renowneddoctor. You turn off the TV before the anchor says her name. Though you never really talked after the Speedwell incident, you can't help but feel that your universe is a little smaller without Dr. Lenore Strauss in it.\n\nYou are now alone.\n\nThe End"
"""Where's Markie?""","""Dead,"" he says. ""All thanks to you. We're alive and going home.""\n\nHe looks away. ""But....""\n\n1.[[""What is it, Travis?""]]"
"""The whole foot?""","""The whole enchileda. But look at it this way: you get a cool robo foot now! And some fingers too! And we're all gonna get citations after this at the very least.""\n\n1.[[""Except for the dead.""]]\n2.[[""I better get a lot more than a citation for my goddamn foot.""]]\n"
